Isolate_Id,Subtype,Clade,Location,Host,Collection_Date,Host_Category
EPI_ISL_14834901,A / H9N2,,Africa / Egypt,Gallus gallus,2020-12-21,Poultry
EPI_ISL_14834902,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-24,Poultry
EPI_ISL_14834903,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-24,Poultry
EPI_ISL_14834905,A / H9N2,,Africa / Egypt,Gallus gallus,2020-08-29,Poultry
EPI_ISL_14834916,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-24,Poultry
EPI_ISL_14834917,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-26,Poultry
EPI_ISL_14834918,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-11,Poultry
EPI_ISL_14834920,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-25,Poultry
EPI_ISL_14834921,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-25,Poultry
EPI_ISL_14834922,A / H9N2,,Africa / Egypt,Gallus gallus,2020-08-29,Poultry
EPI_ISL_14834923,A / H9N2,,Africa / Egypt,Gallus gallus,2020-06-23,Poultry
EPI_ISL_14834924,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-24,Poultry
EPI_ISL_14834925,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-24,Poultry
EPI_ISL_14834927,A / H9N2,,Africa / Egypt,Gallus gallus,2020-08-29,Poultry
EPI_ISL_14834928,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-11,Poultry
EPI_ISL_14834929,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-25,Poultry
EPI_ISL_14834930,A / H9N2,,Africa / Egypt,Gallus gallus,2021-01-26,Poultry
EPI_ISL_14834932,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-11,Poultry
EPI_ISL_14834933,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-25,Poultry
EPI_ISL_14834934,A / H9N2,,Africa / Egypt,Gallus gallus,2021-02-10,Poultry
EPI_ISL_14834968,A / H9N2,,Africa / Egypt,Gallus gallus,2018-05-06,Poultry
EPI_ISL_14834969,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-25,Poultry
EPI_ISL_14834970,A / H9N2,,Africa / Egypt,Gallus gallus,2020-10-25,Poultry
EPI_ISL_14834971,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14834972,A / H9N2,,Africa / Egypt,Gallus gallus,2020-05-06,Poultry
EPI_ISL_14834973,A / H9N2,,Africa / Egypt,Gallus gallus,2020-05-31,Poultry
EPI_ISL_14834974,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14834975,A / H9N2,,Africa / Egypt,Gallus gallus,2020-01-22,Poultry
EPI_ISL_14834976,A / H9N2,,Africa / Egypt,Gallus gallus,2017-09-11,Poultry
EPI_ISL_14834977,A / H9N2,,Africa / Egypt,Gallus gallus,2017-09-11,Poultry
EPI_ISL_14834978,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14834979,A / H9N2,,Africa / Egypt,Gallus gallus,2018-07-10,Poultry
EPI_ISL_14834980,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-07,Poultry
EPI_ISL_14834981,A / H9N2,,Africa / Egypt,Gallus gallus,2018-07-10,Poultry
EPI_ISL_14834982,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-20,Poultry
EPI_ISL_14834983,A / H9N2,,Africa / Egypt,Gallus gallus,2017-07-08,Poultry
EPI_ISL_14834984,A / H9N2,,Africa / Egypt,Gallus gallus,2018-05-06,Poultry
EPI_ISL_14834985,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-19,Poultry
EPI_ISL_14834986,A / H9N2,,Africa / Egypt,Gallus gallus,2018-05-06,Poultry
EPI_ISL_14834987,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14834988,A / H9N2,,Africa / Egypt,Gallus gallus,2020-05-06,Poultry
EPI_ISL_14834990,A / H9N2,,Africa / Egypt,Gallus gallus,2020-05-31,Poultry
EPI_ISL_14834992,A / H9N2,,Africa / Egypt,Gallus gallus,2017-06-05,Poultry
EPI_ISL_14834993,A / H9N2,,Africa / Egypt,Gallus gallus,2020-05-31,Poultry
EPI_ISL_14834994,A / H9N2,,Africa / Egypt,Gallus gallus,2020-01-22,Poultry
EPI_ISL_14834995,A / H9N2,,Africa / Egypt,Gallus gallus,2017-04-25,Poultry
EPI_ISL_14834996,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-20,Poultry
EPI_ISL_14834997,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-20,Poultry
EPI_ISL_14834998,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-19,Poultry
EPI_ISL_14834999,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14835000,A / H9N2,,Africa / Egypt,Gallus gallus,2020-04-07,Poultry
EPI_ISL_14835001,A / H9N2,,Africa / Egypt,Gallus gallus,2018-01-15,Poultry
EPI_ISL_14835002,A / H9N2,,Africa / Egypt,Gallus gallus,2017-11-13,Poultry
EPI_ISL_14835003,A / H9N2,,Africa / Egypt,Gallus gallus,2018-07-10,Poultry
EPI_ISL_14835004,A / H9N2,,Africa / Egypt,Gallus gallus,2018-01-15,Poultry
EPI_ISL_14835005,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14835006,A / H9N2,,Africa / Egypt,Gallus gallus,2019-11-23,Poultry
EPI_ISL_14835007,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14835008,A / H9N2,,Africa / Egypt,Gallus gallus,2017-06-05,Poultry
EPI_ISL_14835010,A / H9N2,,Africa / Egypt,Gallus gallus,2018-07-23,Poultry
EPI_ISL_14835011,A / H9N2,,Africa / Egypt,Gallus gallus,2017-11-08,Poultry
EPI_ISL_14835012,A / H9N2,,Africa / Egypt,Gallus gallus,2018-06-18,Poultry
EPI_ISL_14835013,A / H9N2,,Africa / Egypt,Gallus gallus,2017-03-15,Poultry
EPI_ISL_14835015,A / H9N2,,Africa / Egypt,Gallus gallus,2018-07-10,Poultry
EPI_ISL_14835016,A / H9N2,,Africa / Egypt,Gallus gallus,2018-08-13,Poultry
EPI_ISL_14835047,A / H9N2,,Africa / Egypt,Gallus gallus,2018-05-14,Poultry
EPI_ISL_14835048,A / H9N2,,Africa / Egypt,Gallus gallus,2018-03-31,Poultry
EPI_ISL_14835050,A / H9N2,,Africa / Egypt,Gallus gallus,2018-05-14,Poultry
EPI_ISL_14835051,A / H9N2,,Africa / Egypt,Gallus gallus,2017-09-11,Poultry
EPI_ISL_14835053,A / H9N2,,Africa / Egypt,Gallus gallus,2018-01-15,Poultry
EPI_ISL_14835054,A / H9N2,,Africa / Egypt,Gallus gallus,2020-03-31,Poultry
EPI_ISL_14883926,A / H9N2,,Asia / Bangladesh,Gallus gallus,2021-09-18,Poultry
EPI_ISL_7390,A / H9N2,,Asia / China,Duck,2001,Poultry
EPI_ISL_7391,A / H9N2,,Asia / China,Duck,2001,Poultry
EPI_ISL_7392,A / H9N2,,Asia / China,Duck,2001,Poultry
EPI_ISL_7393,A / H9N2,,Asia / China,Duck,2001,Poultry
EPI_ISL_7394,A / H9N2,,Asia / China,Duck,2002,Poultry
EPI_ISL_7395,A / H9N2,,Asia / China,Duck,2002,Poultry
EPI_ISL_7396,A / H9N2,,Asia / China,Duck,2002,Poultry
EPI_ISL_7397,A / H9N2,,Asia / China,Duck,2003,Poultry
EPI_ISL_7400,A / H9N2,,Asia / China,Duck,2003,Poultry
EPI_ISL_7401,A / H9N2,,Asia / China,Duck,2003,Poultry
EPI_ISL_7402,A / H9N2,,Asia / China,Duck,2003,Poultry
EPI_ISL_7403,A / H9N2,,Asia / China,Duck,2004,Poultry
EPI_ISL_7404,A / H9N2,,Asia / China,Duck,2004,Poultry
EPI_ISL_7405,A / H9N2,,Asia / China,Duck,2004,Poultry
EPI_ISL_7406,A / H9N2,,Asia / China,Duck,2005,Poultry
EPI_ISL_139167,A / H9N2,,Asia / China,Duck,2007-12-25,Poultry
EPI_ISL_139168,A / H9N2,,Asia / China,Duck,2009-11-04,Poultry
EPI_ISL_139169,A / H9N2,,Asia / China,Duck,2009-11-04,Poultry
EPI_ISL_179427,A / H9N2,,Asia / Japan,Duck,2014-09-23,Poultry
EPI_ISL_89133,A / H9N2,,Asia / China,Duck,2009-09-10,Poultry
EPI_ISL_245338,A / H9N2,,Asia / China,Duck,2015-12-19,Poultry
EPI_ISL_376087,A / H9N2,,Asia / China,Duck,2012-07-01,Poultry
EPI_ISL_19167983,A / H9N2,,South America / Chile,Duck,2018-03-07,Poultry
EPI_ISL_237160,A / H9N2,,Asia / Japan,Duck,2016-01,Poultry
EPI_ISL_285847,A / H9N2,,Asia / Japan / Ibaraki,Duck,2017,Poultry
EPI_ISL_278063,A / H9N2,,North America / Mexico / Sonora,Anas americana,2008-12-14,Avian
EPI_ISL_64643,A / H9N2,,Europe / Netherlands,Anas penelope,2005,
EPI_ISL_89337,A / H9N2,,Asia / Vietnam,Anas platyrhynchos,2009-05,Poultry
EPI_ISL_138766,A / H9N2,,Asia / China,Anas platyrhynchos,2011-02,Poultry
EPI_ISL_138767,A / H9N2,,Asia / China,Anas platyrhynchos,2011-02,Poultry
EPI_ISL_138768,A / H9N2,,Asia / China,Anas platyrhynchos,2011-02,Poultry
EPI_ISL_138769,A / H9N2,,Asia / China,Anas platyrhynchos,2011-02,Poultry
EPI_ISL_138770,A / H9N2,,Asia / China,Anas platyrhynchos,2011-02,Poultry
EPI_ISL_138771,A / H9N2,,Asia / China,Anas platyrhynchos,2011-02,Poultry
EPI_ISL_196416,A / H9N2,,Asia / Vietnam,Anas platyrhynchos,2014-09,Poultry
EPI_ISL_326966,A / H9N2,,South America / Chile,Anas platyrhynchos,2016-08-16,Poultry
EPI_ISL_326979,A / H9N2,,South America / Chile,Anas platyrhynchos,2016-08-16,Poultry
EPI_ISL_138765,A / H9N2,,Asia / China,Anas poecilorhyncha,2011-02,Avian
EPI_ISL_138772,A / H9N2,,Asia / China,Anas poecilorhyncha,2011-02,Avian
EPI_ISL_138773,A / H9N2,,Asia / China,Anas poecilorhyncha,2011-02,Avian
EPI_ISL_138774,A / H9N2,,Asia / China,Anas poecilorhyncha,2011-02,Avian
EPI_ISL_138775,A / H9N2,,Asia / China,Anas poecilorhyncha,2011-02,Avian
EPI_ISL_14834931,A / H9N2,,Africa / Egypt,Anas sp.,2020-10-25,Avian
EPI_ISL_4071030,A / H9N2,,Africa / Tunisia,Chroicocephalus cirrocephalus,2018-08-20,Avian
EPI_ISL_14835569,A / H9N2,,"Asia / Korea, Republic of",Mallard,2021-03-08,Poultry
EPI_ISL_253947,A / H9N2,,Asia / Japan,Cairina moschata,2015-06-04,Avian
EPI_ISL_253948,A / H9N2,,Asia / Japan,Cairina moschata,2015-06-17,Avian
EPI_ISL_179551,A / H9N2,,"Asia / Korea, Republic of",Aix galericulata,2012-11-09,Avian
EPI_ISL_3144854,A / H9N2,,Asia / China / Beijing Municipality,Gallus gallus domesticus,2013-03-24,Poultry
EPI_ISL_8510993,A / H9N2,,Asia / Indonesia / Central Java,Gallus gallus domesticus,2018-10-15,Poultry
EPI_ISL_368247,A / H9N2,,Asia / Bangladesh / Dhaka Division,Gallus gallus domesticus,2016-07-12,Poultry
EPI_ISL_368248,A / H9N2,,Asia / Bangladesh / Dhaka Division,Gallus gallus domesticus,2016-05-16,Poultry
EPI_ISL_368249,A / H9N2,,Asia / Bangladesh / Dhaka Division,Gallus gallus domesticus,2016-07-20,Poultry
