Isolate_Id,Subtype,Clade,Location,Host,Collection_Date,Host_Category
EPI_ISL_18586428,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Wisconsin,Human,2023-11-11,Human
EPI_ISL_18586427,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / North Dakota,Human,2023-10-26,Human
EPI_ISL_18586423,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Oklahoma,Human,2023-10-24,Human
EPI_ISL_18586422,A / H3N2,3C.2a1b.2a.2a.3,North America / United States / Iowa,Human,2023-11-03,Human
EPI_ISL_18586418,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Ohio,Human,2023-10-27,Human
EPI_ISL_18586417,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Pennsylvania,Human,2023-10-17,Human
EPI_ISL_18586412,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Virginia,Human,2023-10-22,Human
EPI_ISL_18586409,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Tennessee,Human,2023-11-08,Human
EPI_ISL_18586407,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Florida,Human,2023-11-01,Human
EPI_ISL_18586404,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / New Hampshire,Human,2023-10-23,Human
EPI_ISL_18586402,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Delaware,Human,2023-10-30,Human
EPI_ISL_18586399,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Pennsylvania,Human,2023-10-17,Human
EPI_ISL_18586395,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Maine,Human,2023-10-28,Human
EPI_ISL_18586387,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / United States / Virginia,Human,2023-10-22,Human
EPI_ISL_18586383,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Bahrain,Human,2023-08-27,Human
EPI_ISL_18586379,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Bahrain,Human,2023-09-11,Human
EPI_ISL_18586375,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Bahrain,Human,2023-09-13,Human
EPI_ISL_18586371,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Bahrain,Human,2023-09-10,Human
EPI_ISL_18585280,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-25,Human
EPI_ISL_18585279,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-25,Human
EPI_ISL_18585276,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-25,Human
EPI_ISL_18585269,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Provence-Alpes-Cote d'Azur,Human,2023-10-31,Human
EPI_ISL_18585265,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-21,Human
EPI_ISL_18585264,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-20,Human
EPI_ISL_18585263,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-20,Human
EPI_ISL_18585262,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-20,Human
EPI_ISL_18585261,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-20,Human
EPI_ISL_18585260,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-01,Human
EPI_ISL_18585259,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-02,Human
EPI_ISL_18585258,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-06,Human
EPI_ISL_18585257,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-18,Human
EPI_ISL_18585256,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-15,Human
EPI_ISL_18585255,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Mayotte,Human,2023-10-13,Human
EPI_ISL_18585254,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-27,Human
EPI_ISL_18585253,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-27,Human
EPI_ISL_18585252,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-23,Human
EPI_ISL_18585249,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-23,Human
EPI_ISL_18585234,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-16,Human
EPI_ISL_18585232,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-12,Human
EPI_ISL_18585228,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-11,Human
EPI_ISL_18585221,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-04,Human
EPI_ISL_18585217,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-10-01,Human
EPI_ISL_18585216,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-15,Human
EPI_ISL_18585215,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-11,Human
EPI_ISL_18585214,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-08,Human
EPI_ISL_18585213,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-07,Human
EPI_ISL_18585212,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-06,Human
EPI_ISL_18585211,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-06,Human
EPI_ISL_18585210,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-09-04,Human
EPI_ISL_18585209,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-08-31,Human
EPI_ISL_18585207,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-08-28,Human
EPI_ISL_18585206,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-08-06,Human
EPI_ISL_18585205,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-08-03,Human
EPI_ISL_18585204,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-08-02,Human
EPI_ISL_18585203,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-07-30,Human
EPI_ISL_18585202,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Reunion,Human,2023-07-27,Human
EPI_ISL_18585199,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-09-18,Human
EPI_ISL_18585198,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-09-07,Human
EPI_ISL_18585195,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Provence-Alpes-Cote d'Azur,Human,2023-08-29,Human
EPI_ISL_18585143,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / France / Auvergne-Rhone-Alpes,Human,2023-08-14,Human
EPI_ISL_18584706,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-08-30,Human
EPI_ISL_18584703,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-05,Human
EPI_ISL_18584702,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-11,Human
EPI_ISL_18584701,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-11-02,Human
EPI_ISL_18584700,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-11-01,Human
EPI_ISL_18584699,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-11-01,Human
EPI_ISL_18584698,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-30,Human
EPI_ISL_18584697,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-30,Human
EPI_ISL_18584696,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-27,Human
EPI_ISL_18584695,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-10,Human
EPI_ISL_18584694,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-10,Human
EPI_ISL_18584693,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-25,Human
EPI_ISL_18584692,A / H3N2,3C.2a1b.2a.2a.1b,Asia / Japan,Human,2023-09-09,Human
EPI_ISL_18584691,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-25,Human
EPI_ISL_18584690,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-25,Human
EPI_ISL_18584689,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-23,Human
EPI_ISL_18584688,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-25,Human
EPI_ISL_18584687,A / H3N2,3C.2a1b.2a.2b,Asia / Japan,Human,2023-09-21,Human
EPI_ISL_18553162,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Catalonia / Barcelona,Human,2023-11-19,Human
EPI_ISL_18553161,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Catalonia / Barcelona,Human,2023-11-17,Human
EPI_ISL_18553160,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Catalonia / Barcelona,Human,2023-11-14,Human
EPI_ISL_18553158,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Catalonia / Barcelona,Human,2023-11-15,Human
EPI_ISL_18553157,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Catalonia / Girona,Human,2023-11-21,Human
EPI_ISL_18454981,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Cambodia / Khett Svay Rieng,Human,2023-09,Human
EPI_ISL_18454978,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Cambodia / Khett Kandal,Human,2023-09,Human
EPI_ISL_18454579,A / H3N2,3C.2a1b.2a.2b,Asia / Japan,Human,2023-07-29,Human
EPI_ISL_18454576,A / H3N2,3C.2a1b.2a.2a.1b,Asia / Japan,Human,2023-10-08,Human
EPI_ISL_18454573,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-08,Human
EPI_ISL_18454570,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-04,Human
EPI_ISL_18454569,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-08,Human
EPI_ISL_18454568,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-29,Human
EPI_ISL_18454567,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-29,Human
EPI_ISL_18454565,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-29,Human
EPI_ISL_18454564,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-28,Human
EPI_ISL_18421402,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Netherlands,Human,2023-10-12,Human
EPI_ISL_18421395,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Netherlands,Human,2023-10-08,Human
EPI_ISL_18390014,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-07,Human
EPI_ISL_18390013,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-04,Human
EPI_ISL_18390012,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-09-16,Human
EPI_ISL_18257782,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-30,Human
EPI_ISL_18257781,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-30,Human
EPI_ISL_18257779,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257778,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257777,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257776,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257775,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-28,Human
EPI_ISL_18257774,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-14,Human
EPI_ISL_18257773,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-14,Human
EPI_ISL_18257772,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-14,Human
EPI_ISL_18257771,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257770,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257769,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257768,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257767,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-10,Human
EPI_ISL_18257766,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18257765,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Croatia / Grad Zagreb,Human,2023-08-07,Human
EPI_ISL_18093951,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Thailand / Bangkok,Human,2023-06-27,Human
EPI_ISL_18093949,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Thailand / Bangkok,Human,2023-06-26,Human
EPI_ISL_18093942,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Thailand / Ranong,Human,2023-07-04,Human
EPI_ISL_18093941,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Thailand / Surat Thani,Human,2023-06-30,Human
EPI_ISL_18093940,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Thailand / Chiang Rai,Human,2023-06-30,Human
EPI_ISL_18093924,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Thailand / Chanthaburi,Human,2023-05-24,Human
EPI_ISL_17996400,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-05-15,Human
EPI_ISL_17996399,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-05-16,Human
EPI_ISL_17996398,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / North West,Human,2023-05-16,Human
EPI_ISL_17995549,A / H3N2,3C.2a1b.2a.2b,Asia / Japan,Human,2023-05-16,Human
EPI_ISL_17995544,A / H3N2,3C.2a1b.2a.2b,Asia / Japan,Human,2023-05-18,Human
EPI_ISL_17995543,A / H3N2,3C.2a1b.2a.2b,Asia / Japan,Human,2023-05-18,Human
EPI_ISL_18751261,A / H3N2,3C.2a1b.1,North America / United States / West Virginia,Canine,2023-05-19,Other mammals
EPI_ISL_19178028,A / H3N2,3C.2a1b.2a.2a.3a.1,South America / Brazil / Estado de Sao Paulo,Human,2024-03-04,Human
EPI_ISL_19177771,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Gauteng,Human,2023-08-07,Human
EPI_ISL_19177770,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Mpumalanga,Human,2023-07-04,Human
EPI_ISL_19177769,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Mpumalanga,Human,2023-07-04,Human
EPI_ISL_19177768,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-07-04,Human
EPI_ISL_19177767,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-07-04,Human
EPI_ISL_19177766,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Gauteng,Human,2023-07-03,Human
EPI_ISL_19177764,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Gauteng,Human,2023-07-03,Human
EPI_ISL_19177763,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-06-19,Human
EPI_ISL_19177762,A / H3N2,3C.2a1b.2a.2a.1b,Africa / South Africa / Province of Eastern Cape,Human,2023-06-08,Human
EPI_ISL_19177761,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-06-06,Human
EPI_ISL_19177759,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-06-07,Human
EPI_ISL_19177758,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-06-06,Human
EPI_ISL_19177757,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Mpumalanga,Human,2023-05-23,Human
EPI_ISL_19177756,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Province of the Western Cape,Human,2023-05-24,Human
EPI_ISL_19177755,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / Gauteng,Human,2023-05-22,Human
EPI_ISL_19177754,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / South Africa / North West,Human,2023-05-16,Human
EPI_ISL_19146172,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Romania / Municipiul Bucuresti,Human,2024-01-03,Human
EPI_ISL_19146070,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Romania / Municipiul Bucuresti,Human,2023-12-27,Human
EPI_ISL_19146005,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Hungary / Baranya megye,Human,2024-01-15,Human
EPI_ISL_19146004,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Hungary / Komarom-Esztergom,Human,2024-01-15,Human
EPI_ISL_19145903,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-03-19,Human
EPI_ISL_19145902,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-03-17,Human
EPI_ISL_19145897,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-03-05,Human
EPI_ISL_19145896,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-01-16,Human
EPI_ISL_19145894,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-11-18,Human
EPI_ISL_19145709,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Hungary / Szeged megyei jogu varos,Human,2024-01-08,Human
EPI_ISL_19145708,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Hungary / Bacs-Kiskun,Human,2024-01-12,Human
EPI_ISL_19145705,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Hungary / Budapest fovaros,Human,2024-01-03,Human
EPI_ISL_19145005,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Senegal / Region de Dakar,Human,2024-05-03,Human
EPI_ISL_19145001,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Senegal / Region de Dakar,Human,2024-05-03,Human
EPI_ISL_19145000,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Senegal / Region de Dakar,Human,2024-04-29,Human
EPI_ISL_19144990,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Senegal / Kolda Region,Human,2024-03-20,Human
EPI_ISL_19144640,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Kyrgyzstan,Human,2023-12-07,Human
EPI_ISL_19144418,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Italy / Tuscany / Province of Siena,Human,2024-01-19,Human
EPI_ISL_19144248,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Senegal / Region de Dakar,Human,2024-01-09,Human
EPI_ISL_19080215,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Malaysia / Johor,Human,2023-12-29,Human
EPI_ISL_19080211,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Malaysia / Johor,Human,2023-12-25,Human
EPI_ISL_19079354,A / H3N2,3C.2a1b.2a.2a.3a.1,Africa / Ghana / Volta Region,Human,2024-04-19,Human
EPI_ISL_19079353,A / H3N2,3C.2a1b.2a.2a.3b,Africa / Ghana / Western Region,Human,2024-04-19,Human
EPI_ISL_19079351,A / H3N2,3C.2a1b.2a.2a.3b,Africa / Ghana / Greater Accra Region,Human,2024-04-19,Human
EPI_ISL_19079350,A / H3N2,3C.2a1b.2a.2a.3b,Africa / Ghana / Greater Accra Region,Human,2024-04-15,Human
EPI_ISL_19078565,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Extremadura / Caceres,Human,2024-02-02,Human
EPI_ISL_19078564,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Extremadura / Caceres,Human,2024-01-30,Human
EPI_ISL_19078563,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Extremadura / Caceres,Human,2024-01-10,Human
EPI_ISL_19078562,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Extremadura / Caceres,Human,2024-01-10,Human
EPI_ISL_19078561,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / Spain / Extremadura / Caceres,Human,2024-01-24,Human
EPI_ISL_19045777,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-12-10,Human
EPI_ISL_19045776,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-02-03,Human
EPI_ISL_19045775,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-01-29,Human
EPI_ISL_19045774,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-10-10,Human
EPI_ISL_19045773,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-01-16,Human
EPI_ISL_19045772,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-12-11,Human
EPI_ISL_19045771,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-11-25,Human
EPI_ISL_19045770,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-12-13,Human
EPI_ISL_19045769,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-01-18,Human
EPI_ISL_19045768,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-01-05,Human
EPI_ISL_19045767,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2023-12-26,Human
EPI_ISL_19045766,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-01-04,Human
EPI_ISL_19045765,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-02-14,Human
EPI_ISL_19045764,A / H3N2,3C.2a1b.2a.2a.3a.1,Asia / Japan,Human,2024-03-04,Human
EPI_ISL_19045723,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-31,Human
EPI_ISL_19045722,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-31,Human
EPI_ISL_19045719,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-27,Human
EPI_ISL_19045718,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-27,Human
EPI_ISL_19045716,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-27,Human
EPI_ISL_19045714,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-26,Human
EPI_ISL_19045713,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-22,Human
EPI_ISL_19045697,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-14,Human
EPI_ISL_19045695,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-09,Human
EPI_ISL_19045693,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-10,Human
EPI_ISL_19045689,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-03,Human
EPI_ISL_19045688,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-03-02,Human
EPI_ISL_19045686,A / H3N2,3C.2a1b.2a.2a.3a.1,North America / Canada / Saskatchewan?,Human,2024-02-24,Human
EPI_ISL_19015018,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / BURGESS HILL,Human,2024-02-16,Human
EPI_ISL_19014984,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / BRISTOL,Human,2024-01-08,Human
EPI_ISL_19014982,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / NEWCASTLE-UPON-TYNE,Human,2024-01-25,Human
EPI_ISL_19014979,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / NEWCASTLE-UPON-TYNE,Human,2024-01-24,Human
EPI_ISL_19014929,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / ELY,Human,2024-03-04,Human
EPI_ISL_19014928,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / MALTON,Human,2024-02-29,Human
EPI_ISL_19014926,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / PELTON,Human,2024-03-04,Human
EPI_ISL_19014923,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / NORTHAMPTON,Human,2024-02-29,Human
EPI_ISL_19014921,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / PELTON,Human,2024-03-01,Human
EPI_ISL_19014920,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / OXFORD,Human,2024-02-29,Human
EPI_ISL_19014917,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / SHEFFIELD,Human,2024-02-28,Human
EPI_ISL_19014914,A / H3N2,3C.2a1b.2a.2a.3a.1,Europe / United Kingdom / YORK,Human,2024-02-22,Human
